910, 148, 877.5, 748.5, 897.5, 834.5, 894.5, 883.5, 898.5, 918.5, 911.5, 989.5, 927.5, 1049.5
910, 148, 880.5, 747.5, 898.5, 834.5, 895.5, 882.5, 896.5, 919.5, 911.5, 989.5, 928.5, 1049.5
910, 148, 879.5, 748.5, 900.5, 834.5, 896.5, 882.5, 898.5, 919.5, 911.5, 987.5, 929.5, 1051.5
910, 148, 876.5, 749.5, 904.5, 833.5, 896.5, 882.5, 899.5, 919.5, 910.5, 989.5, 928.5, 1052.5
910, 148, 877.5, 750.5, 902.5, 834.5, 898.5, 882.5, 899.5, 919.5, 908.5, 991.5, 928.5, 1051.5
910, 148, 878.5, 748.5, 899.5, 834.5, 899.5, 881.5, 900.5, 919.5, 907.5, 990.5, 928.5, 1048.5
910, 148, 877.5, 748.5, 901.5, 833.5, 901.5, 882.5, 902.5, 920.5, 903.5, 991.5, 928.5, 1049.5
910, 148, 875.5, 749.5, 903.5, 832.5, 903.5, 882.5, 906.5, 918.5, 901.5, 989.5, 927.5, 1048.5
910, 148, 877.5, 753.5, 904.5, 835.5, 906.5, 882.5, 909.5, 919.5, 899.5, 991.5, 927.5, 1047.5
910, 148, 880.5, 751.5, 904.5, 835.5, 908.5, 882.5, 912.5, 923.5, 899.5, 992.5, 927.5, 1047.5
910, 148, 879.5, 750.5, 909.5, 834.5, 910.5, 885.5, 915.5, 924.5, 897.5, 993.5, 928.5, 1045.5
910, 148, 884.5, 750.5, 908.5, 833.5, 914.5, 884.5, 919.5, 925.5, 895.5, 993.5, 930.5, 1045.5
910, 148, 888.5, 749.5, 914.5, 834.5, 917.5, 888.5, 922.5, 926.5, 897.5, 992.5, 934.5, 1042.5
910, 148, 889.5, 750.5, 915.5, 833.5, 921.5, 888.5, 925.5, 928.5, 897.5, 995.5, 941.5, 1038.5
910, 148, 892.5, 750.5, 920.5, 835.5, 925.5, 890.5, 928.5, 928.5, 903.5, 995.5, 949.5, 1034.5
910, 148, 900.5, 750.5, 928.5, 834.5, 929.5, 888.5, 931.5, 930.5, 906.5, 997.5, 956.5, 1031.5
910, 148, 904.5, 752.5, 931.5, 833.5, 934.5, 890.5, 937.5, 929.5, 914.5, 997.5, 965.5, 1030.5
